C_maculatus	chromosome	B_varius	chromosome
g10693.t1	A	anno1.g10551.t1	A
g10694.t1	A	anno1.g10554.t1	A
g10696.t2	A	anno1.g10555.t1	A
g10697.t1	A	anno1.g10556.t1	A
g10699.t1	A	anno1.g10557.t1	A
g10700.t1	A	anno1.g10558.t1	A
g10701.t2	A	anno1.g10559.t1	A
g10702.t1	A	anno1.g10560.t1	A
g10703.t1	A	anno1.g10561.t1	A
g10704.t1	A	anno1.g10562.t1	A
g10705.t1	A	anno1.g10593.t1	A
g10707.t1	A	anno1.g10592.t1	A
g10709.t4	A	anno1.g10591.t5	A
g10710.t1	A	anno1.g10590.t1	A
g10711.t1	A	anno1.g10589.t1	A
g10712.t1	A	anno1.g10588.t1	A
g10713.t1	A	anno1.g10587.t2	A
g10714.t1	A	anno1.g10586.t1	A
g10715.t1	A	anno1.g10584.t1	A
g10716.t1	A	anno1.g10583.t1	A
g10717.t1	A	anno1.g10582.t1	A
g10718.t1	A	anno1.g10581.t1	A
g10719.t1	A	anno1.g10580.t1	A
g10721.t2	A	anno1.g10579.t1	A
g10722.t1	A	anno1.g10578.t1	A
g10723.t1	A	anno1.g10576.t2	A
g10724.t1	A	anno1.g10575.t1	A
g10725.t1	A	anno1.g10574.t1	A
g10726.t1	A	anno1.g10573.t2	A
g10727.t2	A	anno1.g10572.t1	A
g10728.t1	A	anno1.g10570.t1	A
g10729.t1	A	anno1.g10571.t1	A
g10730.t1	A	anno1.g10569.t1	A
g10731.t1	A	anno1.g10568.t1	A
g10732.t1	A	anno1.g10567.t1	A
g10733.t1	A	anno1.g10566.t2	A
g10736.t1	A	anno1.g12300.t1	X
g10737.t1	A	anno1.g10565.t1	A
g10738.t1	A	anno1.g10564.t1	A
g10739.t1	A	anno1.g10563.t1	A
g10740.t1	A	anno1.g10732.t1	A
g10741.t2	A	anno1.g10733.t1	A
g10742.t1	A	anno1.g10734.t1	A
g10743.t1	A	anno1.g10737.t1	A
g10745.t1	A	anno1.g10740.t1	A
g10746.t2	A	anno1.g10741.t1	A
g10747.t1	A	anno1.g10742.t1	A
g10749.t1	A	anno1.g10744.t1	A
g10751.t2	A	anno1.g10746.t2	A
g10752.t2	A	anno1.g10747.t2	A
g10753.t1	A	anno1.g10748.t1	A
g10756.t1	A	anno1.g10751.t1	A
g10757.t1	A	anno1.g10752.t2	A
g10758.t1	A	anno1.g10753.t1	A
g10759.t1	A	anno1.g9569.t1	A
g10760.t1	A	anno1.g7528.t1	A
g10764.t1	A	anno1.g10759.t2	A
g10766.t1	A	anno1.g10762.t1	A
g10767.t1	A	anno1.g10763.t1	A
g10768.t1	A	anno1.g10769.t1	A
g10770.t1	A	anno1.g10770.t1	A
g10771.t1	A	anno1.g10771.t1	A
g10772.t1	A	anno1.g10775.t1	A
g10773.t1	A	anno1.g10764.t1	A
g10774.t1	A	anno1.g10785.t2	A
g10775.t1	A	anno1.g10726.t1	A
g10777.t1	A	anno1.g10304.t1	A
g10778.t1	A	anno1.g10305.t1	A
g10780.t1	A	anno1.g10306.t1	A
g10781.t2	A	anno1.g10307.t1	A
g10782.t1	A	anno1.g10682.t1	A
g10783.t1	A	anno1.g10681.t1	A
g10784.t1	A	anno1.g10680.t1	A
g10786.t1	A	anno1.g10679.t1	A
g10789.t1	A	anno1.g10674.t1	A
g10790.t1	A	anno1.g10676.t1	A
g10791.t1	A	anno1.g10675.t1	A
g10792.t1	A	anno1.g10673.t1	A
g10793.t1	A	anno1.g10672.t1	A
g10794.t1	A	anno1.g10671.t1	A
g10795.t4	A	anno1.g10670.t1	A
g10797.t1	A	anno1.g10669.t1	A
g10799.t1	A	anno1.g10668.t1	A
g10800.t1	A	anno1.g10667.t1	A
g10801.t1	A	anno1.g10666.t1	A
g10802.t1	A	anno1.g10665.t1	A
g10803.t1	A	anno1.g10664.t1	A
g10804.t1	A	anno1.g10663.t1	A
g10806.t1	A	anno1.g10662.t1	A
g10809.t1	A	anno1.g10661.t2	A
g10810.t1	A	anno1.g10660.t1	A
g10811.t1	A	anno1.g10659.t1	A
g10813.t1	A	anno1.g10658.t1	A
g10815.t1	A	anno1.g2092.t1	A
g10819.t1	A	anno1.g10654.t1	A
g10820.t1	A	anno1.g10650.t1	A
g10822.t1	A	anno1.g10649.t1	A
g10823.t2	A	anno1.g10648.t2	A
g10824.t1	A	anno1.g10647.t2	A
g10826.t1	A	anno1.g2931.t1	A
g10827.t1	A	anno1.g10646.t1	A
g10828.t3	A	anno1.g10645.t2	A
g10829.t1	A	anno1.g10642.t1	A
g10830.t1	A	anno1.g10643.t1	A
g10831.t1	A	anno1.g10641.t1	A
g10832.t1	A	anno1.g10640.t1	A
g10833.t1	A	anno1.g10639.t3	A
g10834.t1	A	anno1.g10638.t1	A
g10835.t1	A	anno1.g10635.t1	A
g10836.t1	A	anno1.g10634.t1	A
g10837.t2	A	anno1.g10633.t1	A
g10838.t3	A	anno1.g10632.t1	A
g10839.t2	A	anno1.g10631.t2	A
g10840.t1	A	anno1.g10630.t1	A
g10841.t1	A	anno1.g10629.t1	A
g10842.t1	A	anno1.g10628.t1	A
g10844.t3	A	anno1.g10627.t1	A
g10845.t1	A	anno1.g10292.t1	A
g10846.t1	A	anno1.g10294.t1	A
g10847.t1	A	anno1.g10295.t4	A
g10849.t1	A	anno1.g10297.t1	A
g10850.t1	A	anno1.g10300.t1	A
g10851.t1	A	anno1.g10299.t1	A
g10852.t1	A	anno1.g10298.t1	A
g10853.t1	A	anno1.g10303.t1	A
g10854.t1	A	anno1.g10302.t1	A
g10856.t1	A	anno1.g10313.t1	A
g10858.t1	A	anno1.g10308.t1	A
g10859.t2	A	anno1.g10309.t1	A
g10860.t1	A	anno1.g10310.t1	A
g10862.t1	A	anno1.g10314.t2	A
g10864.t2	A	anno1.g10318.t1	A
g10865.t1	A	anno1.g10317.t1	A
g10866.t1	A	anno1.g10316.t1	A
g10867.t1	A	anno1.g10319.t1	A
g10868.t1	A	anno1.g10322.t1	A
g10870.t1	A	anno1.g10321.t2	A
g10871.t1	A	anno1.g10320.t1	A
g10872.t1	A	anno1.g10323.t1	A
g10874.t2	A	anno1.g10684.t2	A
g10875.t1	A	anno1.g10685.t1	A
g10876.t1	A	anno1.g10686.t1	A
g10877.t1	A	anno1.g10687.t1	A
g10878.t1	A	anno1.g10690.t2	A
g10880.t1	A	anno1.g10691.t1	A
g10881.t2	A	anno1.g10693.t1	A
g10882.t1	A	anno1.g10692.t1	A
g10883.t1	A	anno1.g10694.t1	A
g10884.t1	A	anno1.g10695.t1	A
g10885.t1	A	anno1.g10696.t1	A
g10886.t1	A	anno1.g10697.t1	A
g10887.t1	A	anno1.g10698.t1	A
g10888.t1	A	anno1.g10699.t1	A
g10889.t2	A	anno1.g10702.t2	A
g10890.t1	A	anno1.g10710.t1	A
g10891.t1	A	anno1.g10711.t1	A
g10892.t1	A	anno1.g10720.t1	A
g10893.t1	A	anno1.g10721.t1	A
g10894.t1	A	anno1.g10722.t1	A
g10896.t1	A	anno1.g10712.t2	A
g10897.t1	A	anno1.g10719.t2	A
g10898.t1	A	anno1.g10718.t1	A
g10899.t1	A	anno1.g10717.t1	A
g10900.t1	A	anno1.g10716.t1	A
g10901.t1	A	anno1.g10715.t1	A
g10904.t1	A	anno1.g10714.t1	A
g10905.t1	A	anno1.g10713.t1	A
g10906.t1	A	anno1.g10723.t1	A
g10907.t1	A	anno1.g10725.t1	A
g10908.t1	A	anno1.g10727.t1	A
g10909.t1	A	anno1.g10728.t1	A
g10910.t1	A	anno1.g10729.t1	A
g10911.t1	A	anno1.g10731.t1	A
g10912.t1	A	anno1.g10594.t1	A
g10913.t2	A	anno1.g10595.t1	A
g10914.t1	A	anno1.g10596.t1	A
g10915.t1	A	anno1.g10597.t1	A
g10918.t1	A	anno1.g10598.t1	A
g10919.t1	A	anno1.g10599.t1	A
g10920.t1	A	anno1.g10601.t1	A
g10921.t1	A	anno1.g10602.t1	A
g10922.t2	A	anno1.g10603.t2	A
g10923.t1	A	anno1.g10604.t1	A
g10924.t1	A	anno1.g10606.t1	A
g10925.t1	A	anno1.g10607.t1	A
g10926.t2	A	anno1.g10610.t1	A
g10927.t1	A	anno1.g10611.t1	A
g10928.t1	A	anno1.g10612.t1	A
g10929.t3	A	anno1.g10613.t1	A
g10931.t2	A	anno1.g10614.t2	A
g10932.t2	A	anno1.g10616.t2	A
g10933.t1	A	anno1.g10617.t2	A
g10934.t3	A	anno1.g10621.t1	A
g10937.t1	A	anno1.g10623.t1	A
g11129.t1	A	anno1.g6523.t1	A
g11130.t1	A	anno1.g6524.t1	A
g11131.t1	A	anno1.g6525.t1	A
g11132.t1	A	anno1.g6526.t2	A
g11133.t1	A	anno1.g6527.t1	A
g11134.t1	A	anno1.g6528.t1	A
g11135.t1	A	anno1.g6529.t1	A
g11137.t1	A	anno1.g6531.t1	A
g11138.t1	A	anno1.g6532.t1	A
g11139.t3	A	anno1.g6533.t4	A
g11140.t1	A	anno1.g6534.t1	A
g11141.t2	A	anno1.g6535.t2	A
g11144.t1	A	anno1.g6538.t1	A
g11145.t2	A	anno1.g6539.t1	A
g11146.t1	A	anno1.g6541.t2	A
g11147.t1	A	anno1.g6546.t1	A
g11148.t1	A	anno1.g6782.t1	A
g11150.t1	A	anno1.g6781.t1	A
g11151.t1	A	anno1.g6780.t1	A
g11152.t1	A	anno1.g6779.t1	A
g11155.t1	A	anno1.g6778.t1	A
g11156.t1	A	anno1.g6777.t1	A
g11157.t1	A	anno1.g6776.t1	A
g11158.t1	A	anno1.g6775.t1	A
g11159.t1	A	anno1.g6774.t1	A
g11160.t1	A	anno1.g6773.t2	A
g11161.t1	A	anno1.g6772.t1	A
g11162.t1	A	anno1.g6771.t1	A
g11163.t1	A	anno1.g6769.t1	A
g11164.t1	A	anno1.g6768.t1	A
g11165.t1	A	anno1.g6767.t1	A
g11166.t1	A	anno1.g6766.t1	A
g11167.t1	A	anno1.g6765.t1	A
g11168.t1	A	anno1.g6764.t1	A
g11169.t1	A	anno1.g6763.t1	A
g11172.t1	A	anno1.g510.t1	A
g11173.t1	A	anno1.g6761.t1	A
g11174.t5	A	anno1.g6760.t1	A
g11175.t1	A	anno1.g6759.t1	A
g11176.t1	A	anno1.g6758.t1	A
g11177.t1	A	anno1.g6757.t1	A
g11178.t1	A	anno1.g6756.t1	A
g11179.t1	A	anno1.g6755.t2	A
g11180.t1	A	anno1.g6754.t1	A
g11181.t1	A	anno1.g6753.t1	A
g11183.t1	A	anno1.g6752.t1	A
g11184.t1	A	anno1.g6751.t1	A
g11185.t1	A	anno1.g6750.t2	A
g11186.t1	A	anno1.g6749.t1	A
g11188.t2	A	anno1.g6748.t1	A
g11189.t2	A	anno1.g6747.t1	A
g11190.t1	A	anno1.g6746.t1	A
g11191.t1	A	anno1.g6745.t1	A
g11192.t1	A	anno1.g6744.t1	A
g11194.t2	A	anno1.g6743.t1	A
g11200.t1	A	anno1.g6740.t1	A
g11201.t1	A	anno1.g6739.t1	A
g11202.t1	A	anno1.g6738.t1	A
g11204.t2	A	anno1.g6737.t1	A
g11205.t1	A	anno1.g6736.t1	A
g11206.t1	A	anno1.g6735.t1	A
g11208.t1	A	anno1.g6734.t2	A
g11209.t1	A	anno1.g6733.t1	A
g11210.t1	A	anno1.g6732.t1	A
g11211.t1	A	anno1.g6731.t2	A
g11212.t1	A	anno1.g6730.t1	A
g11214.t1	A	anno1.g6729.t1	A
g11215.t1	A	anno1.g6727.t1	A
g11217.t1	A	anno1.g6728.t2	A
g11218.t1	A	anno1.g6726.t1	A
g11219.t1	A	anno1.g6725.t1	A
g11220.t1	A	anno1.g6724.t1	A
g11221.t1	A	anno1.g6723.t1	A
g11222.t4	A	anno1.g6722.t2	A
g11223.t1	A	anno1.g6721.t1	A
g11224.t1	A	anno1.g6720.t1	A
g11225.t1	A	anno1.g6719.t1	A
g11226.t1	A	anno1.g6718.t1	A
g11227.t1	A	anno1.g6717.t1	A
g11228.t1	A	anno1.g6716.t1	A
g11229.t1	A	anno1.g6715.t1	A
g11230.t1	A	anno1.g6714.t1	A
g11231.t1	A	anno1.g6713.t1	A
g11233.t1	A	anno1.g6712.t2	A
g11234.t1	A	anno1.g6711.t1	A
g11236.t1	A	anno1.g6709.t1	A
g11237.t1	A	anno1.g6708.t2	A
g11238.t1	A	anno1.g6707.t1	A
g11239.t1	A	anno1.g6706.t1	A
g11240.t1	A	anno1.g6845.t1	A
g11242.t1	A	anno1.g6843.t2	A
g11244.t1	A	anno1.g2404.t1	A
g11246.t1	A	anno1.both_agree_g13101.t1	A
g11247.t1	A	anno1.g6840.t1	A
g11248.t1	A	anno1.g6839.t1	A
g11249.t1	A	anno1.g6837.t2	A
g11250.t1	A	anno1.g6838.t1	A
g11251.t1	A	anno1.g6836.t2	A
g11252.t1	A	anno1.g6833.t2	A
g11256.t1	A	anno1.g6834.t1	A
g11257.t1	A	anno1.g6832.t1	A
g11259.t1	A	anno1.g6830.t1	A
g11261.t1	A	anno1.g6829.t2	A
g11262.t1	A	anno1.g6827.t1	A
g11263.t1	A	anno1.g6826.t1	A
g11264.t2	A	anno1.g6825.t1	A
g11267.t1	A	anno1.g6824.t2	A
g11268.t1	A	anno1.g6823.t1	A
g11270.t1	A	anno1.g6822.t1	A
g11272.t1	A	anno1.g6821.t1	A
g11273.t1	A	anno1.g6815.t1	A
g11274.t1	A	anno1.g6814.t1	A
g11276.t1	A	anno1.g6812.t1	A
g11278.t1	A	anno1.g6811.t1	A
g11279.t1	A	anno1.g6810.t1	A
g11280.t1	A	anno1.g6809.t1	A
g11281.t1	A	anno1.g6808.t1	A
g11282.t5	A	anno1.g6807.t2	A
g11283.t1	A	anno1.g6806.t1	A
g11284.t1	A	anno1.g6805.t1	A
g11285.t1	A	anno1.g6804.t1	A
g11287.t1	A	anno1.g4976.t3	A
g11290.t1	A	anno1.g6803.t1	A
g11293.t1	A	anno1.g6802.t1	A
g11294.t1	A	anno1.g6801.t1	A
g11297.t1	A	anno1.g6800.t1	A
g11299.t1	A	anno1.g6799.t1	A
g11300.t1	A	anno1.g6798.t1	A
g11301.t1	A	anno1.g6797.t1	A
g11302.t1	A	anno1.g6796.t1	A
g11303.t1	A	anno1.g6795.t1	A
g11304.t1	A	anno1.g9723.t1	A
g11305.t1	A	anno1.g6794.t1	A
g11306.t1	A	anno1.g6793.t1	A
g11307.t1	A	anno1.g6792.t1	A
g11308.t1	A	anno1.g6791.t1	A
g11309.t2	A	anno1.g6790.t1	A
g11310.t1	A	anno1.g6789.t1	A
g11311.t1	A	anno1.g6788.t1	A
g11312.t1	A	anno1.g6787.t1	A
g11313.t1	A	anno1.g6785.t1	A
g11314.t1	A	anno1.g6784.t1	A
g11315.t1	A	anno1.g6783.t1	A
g11316.t1	A	anno1.g6685.t1	A
g11317.t1	A	anno1.g6683.t1	A
g11320.t1	A	anno1.g6681.t1	A
g11321.t1	A	anno1.g6679.t1	A
g11322.t1	A	anno1.g6678.t1	A
g11323.t1	A	anno1.g6677.t1	A
g11324.t1	A	anno1.g6676.t1	A
g11325.t1	A	anno1.g6674.t1	A
g11326.t1	A	anno1.g6672.t1	A
g11328.t3	A	anno1.g6670.t1	A
g11329.t1	A	anno1.g4331.t1	A
g11334.t1	A	anno1.g6669.t1	A
g11336.t1	A	anno1.g6668.t1	A
g11337.t1	A	anno1.g6667.t2	A
g11338.t1	A	anno1.g6666.t1	A
g11339.t1	A	anno1.g6665.t1	A
g11340.t1	A	anno1.g6664.t1	A
g11342.t1	A	anno1.g6663.t1	A
g11344.t1	A	anno1.g7261.t1	A
g11346.t1	A	anno1.g6662.t1	A
g11347.t1	A	anno1.g6661.t2	A
g11348.t1	A	anno1.g6660.t1	A
g11349.t1	A	anno1.g6659.t1	A
g11350.t1	A	anno1.g6658.t1	A
g11352.t1	A	anno1.g6657.t1	A
g11353.t1	A	anno1.g6656.t1	A
g11354.t2	A	anno1.g6655.t1	A
g11355.t1	A	anno1.g6654.t1	A
g11356.t1	A	anno1.g6653.t1	A
g11358.t1	A	anno1.g6652.t1	A
g11360.t1	A	anno1.g6651.t1	A
g11361.t1	A	anno1.g6650.t1	A
g11362.t1	A	anno1.g6649.t2	A
g11363.t1	A	anno1.g6648.t1	A
g11364.t2	A	anno1.g6647.t2	A
g11365.t1	A	anno1.g6646.t1	A
g11367.t1	A	anno1.g6645.t1	A
g11370.t1	A	anno1.g6643.t1	A
g11371.t1	A	anno1.g6642.t1	A
g11372.t1	A	anno1.g6641.t1	A
g11373.t1	A	anno1.g6640.t1	A
g11374.t2	A	anno1.g6639.t2	A
g11375.t1	A	anno1.g6637.t1	A
g11376.t1	A	anno1.g6638.t1	A
g11378.t1	A	anno1.g6636.t1	A
g11379.t1	A	anno1.g6635.t1	A
g11380.t1	A	anno1.g6634.t1	A
g11382.t1	A	anno1.g6633.t1	A
g11383.t1	A	anno1.g6632.t1	A
g11384.t1	A	anno1.g6631.t1	A
g11385.t1	A	anno1.g6630.t1	A
g11386.t1	A	anno1.g6629.t1	A
g11387.t1	A	anno1.g6628.t1	A
g11388.t1	A	anno1.g6627.t1	A
g11390.t1	A	anno1.g6626.t2	A
g11391.t1	A	anno1.g6625.t1	A
g11392.t1	A	anno1.g6624.t1	A
g11393.t1	A	anno1.g6623.t1	A
g11394.t1	A	anno1.g6622.t2	A
g11395.t1	A	anno1.g6621.t1	A
g11396.t1	A	anno1.g6620.t1	A
g11397.t1	A	anno1.g6619.t1	A
g11398.t2	A	anno1.g6618.t2	A
g11400.t1	A	anno1.g6616.t1	A
g11401.t1	A	anno1.g6617.t2	A
g11402.t1	A	anno1.g6615.t2	A
g11403.t1	A	anno1.g6614.t1	A
g11404.t1	A	anno1.g6613.t1	A
g11405.t1	A	anno1.g6612.t1	A
g11407.t1	A	anno1.g6611.t1	A
g11411.t1	A	anno1.g6609.t1	A
g11412.t2	A	anno1.g6608.t2	A
g11413.t1	A	anno1.g6606.t1	A
g11414.t1	A	anno1.g6607.t1	A
g11415.t1	A	anno1.g6605.t1	A
g11419.t1	A	anno1.g6604.t1	A
g11420.t1	A	anno1.g6603.t1	A
g11421.t2	A	anno1.g6599.t2	A
g11422.t1	A	anno1.g6602.t1	A
g11423.t1	A	anno1.g6601.t1	A
g11424.t1	A	anno1.g6598.t1	A
g11425.t1	A	anno1.g6597.t1	A
g11426.t1	A	anno1.g6596.t1	A
g11427.t1	A	anno1.g6595.t1	A
g11429.t1	A	anno1.g6594.t1	A
g11430.t1	A	anno1.g6593.t1	A
g11431.t1	A	anno1.g6592.t1	A
g11432.t1	A	anno1.g6591.t1	A
g11433.t1	A	anno1.g6590.t1	A
g11434.t1	A	anno1.g6589.t1	A
g11435.t1	A	anno1.g6588.t1	A
g11436.t1	A	anno1.g6587.t1	A
g11437.t1	A	anno1.g6586.t1	A
g11440.t1	A	anno1.g6585.t1	A
g11441.t2	A	anno1.g6584.t1	A
g11444.t1	A	anno1.g6583.t2	A
g11445.t1	A	anno1.g6581.t1	A
g11446.t1	A	anno1.g6580.t1	A
g11447.t1	A	anno1.g6579.t1	A
g11448.t2	A	anno1.g6578.t2	A
g11450.t1	A	anno1.g6576.t1	A
g11451.t1	A	anno1.g6575.t1	A
g11452.t1	A	anno1.g6574.t1	A
g11453.t1	A	anno1.g6573.t1	A
g11454.t1	A	anno1.g6572.t1	A
g11456.t1	A	anno1.g6571.t1	A
g11457.t1	A	anno1.g6570.t1	A
g11458.t1	A	anno1.g6569.t1	A
g11464.t1	A	anno1.g6563.t1	A
g11465.t1	A	anno1.g6562.t1	A
g11469.t2	A	anno1.g6553.t2	A
g11478.t1	A	anno1.g6865.t1	A
g11483.t1	A	anno1.g6862.t1	A
g11494.t1	A	anno1.g6851.t1	A
g11498.t1	A	anno1.g6847.t1	A
g11502.t1	A	anno1.g6702.t1	A
g11504.t1	A	anno1.g6701.t1	A
g11513.t1	A	anno1.g6695.t1	A
g11516.t1	A	anno1.g6414.t1	A
g11520.t1	A	anno1.g6690.t1	A
g11523.t1	A	anno1.g6547.t1	A
g11525.t1	A	anno1.g6552.t1	A
g11526.t1	A	anno1.g6551.t1	A
g11527.t1	A	anno1.g6550.t1	A
g11529.t2	A	anno1.g6548.t2	A
g11533.t1	A	anno1.g6688.t1	A
g11535.t1	A	anno1.g6689.t1	A
g11536.t1	A	anno1.g6691.t1	A
g11538.t5	A	anno1.g6692.t5	A
g11540.t1	A	anno1.g6694.t1	A
g11542.t1	A	anno1.g6696.t2	A
g11543.t1	A	anno1.g6697.t1	A
g11545.t1	A	anno1.g7075.t1	A
g11547.t1	A	anno1.g11709.t1	X
g11548.t1	A	anno1.g6699.t1	A
g11551.t1	A	anno1.g7909.t1	A
g11553.t1	A	anno1.g6703.t1	A
g11554.t1	A	anno1.g6704.t1	A
g11555.t1	A	anno1.g6705.t1	A
g11559.t1	A	anno1.g6850.t1	A
g11561.t1	A	anno1.g6852.t1	A
g11562.t2	A	anno1.g6853.t2	A
g11563.t1	A	anno1.g6854.t1	A
g11564.t1	A	anno1.g6855.t1	A
g11565.t1	A	anno1.g6856.t1	A
g11567.t1	A	anno1.g6857.t1	A
g11568.t1	A	anno1.g6858.t1	A
g11569.t2	A	anno1.g6859.t1	A
g11570.t1	A	anno1.g6860.t2	A
g11571.t1	A	anno1.g6861.t1	A
g11573.t1	A	anno1.g6863.t1	A
g11576.t3	A	anno1.g6864.t2	A
g11578.t1	A	anno1.g6866.t1	A
g11579.t2	A	anno1.g6867.t2	A
g11580.t1	A	anno1.g6868.t1	A
g11581.t1	A	anno1.g6869.t2	A
g11582.t2	A	anno1.g6870.t2	A
g11583.t1	A	anno1.g6871.t1	A
g11585.t1	A	anno1.g8047.t1	A
g11586.t1	A	anno1.g6875.t1	A
g11587.t1	A	anno1.g6876.t1	A
g11588.t1	A	anno1.g6878.t1	A
g11590.t1	A	anno1.g6879.t1	A
g11591.t1	A	anno1.g6880.t1	A
g11592.t1	A	anno1.g6882.t1	A
g11593.t1	A	anno1.g6883.t1	A
g11594.t1	A	anno1.g6884.t2	A
g11595.t1	A	anno1.g6885.t1	A
g11596.t1	A	anno1.g6886.t1	A
g11597.t1	A	anno1.g6887.t1	A
g11598.t1	A	anno1.g6888.t1	A
g11600.t1	A	anno1.g6890.t1	A
g11601.t1	A	anno1.g6889.t1	A
g11602.t2	A	anno1.g6891.t1	A
g11603.t1	A	anno1.g6892.t1	A
g11604.t1	A	anno1.g6893.t1	A
g11605.t1	A	anno1.g6894.t1	A
g11606.t4	A	anno1.g6895.t1	A
g11607.t1	A	anno1.g6896.t1	A
g11608.t1	A	anno1.g6897.t1	A
g11614.t1	A	anno1.g6898.t1	A
g11615.t1	A	anno1.g6899.t1	A
g11617.t1	A	anno1.g6900.t2	A
g11621.t1	A	anno1.g6901.t1	A
g11622.t1	A	anno1.g6902.t1	A
g11624.t1	A	anno1.g6905.t1	A
g11625.t1	A	anno1.g6906.t1	A
g11626.t1	A	anno1.g6907.t1	A
g11627.t1	A	anno1.g6908.t1	A
g11629.t1	A	anno1.g6909.t1	A
g11630.t1	A	anno1.g6910.t1	A
g11632.t1	A	anno1.g6911.t1	A
g11635.t1	A	anno1.g6912.t1	A
g11636.t1	A	anno1.g6913.t1	A
g11637.t1	A	anno1.g6914.t2	A
g11638.t1	A	anno1.g6915.t1	A
g11639.t2	A	anno1.g6916.t1	A
g11643.t1	A	anno1.g6923.t1	A
g11644.t1	A	anno1.g6924.t1	A
g11645.t1	A	anno1.g6925.t1	A
g11646.t1	A	anno1.g6926.t2	A
g11647.t1	A	anno1.g7683.t1	A
g11648.t1	A	anno1.g6927.t1	A
g11649.t1	A	anno1.g6928.t1	A
g11650.t1	A	anno1.g6929.t1	A
g11652.t1	A	anno1.g6930.t1	A
g11653.t1	A	anno1.g6931.t1	A
g11654.t1	A	anno1.g6932.t3	A
g11655.t1	A	anno1.g6933.t1	A
g11656.t1	A	anno1.g6934.t1	A
g11657.t2	A	anno1.g6935.t1	A
g11658.t1	A	anno1.g6936.t2	A
g11660.t1	A	anno1.g6937.t1	A
g11661.t1	A	anno1.g6938.t1	A
g11664.t1	A	anno1.g6940.t1	A
g11665.t1	A	anno1.g6941.t1	A
g11666.t1	A	anno1.g6942.t1	A
g11667.t1	A	anno1.g6943.t1	A
g11668.t2	A	anno1.g6944.t1	A
g11669.t1	A	anno1.g6945.t1	A
g11670.t1	A	anno1.g6946.t1	A
g11671.t1	A	anno1.g6947.t1	A
g11672.t1	A	anno1.g6949.t2	A
g11673.t1	A	anno1.g6950.t1	A
g11674.t1	A	anno1.g6951.t1	A
g11675.t1	A	anno1.g6952.t1	A
g11676.t1	A	anno1.g6953.t2	A
g11677.t1	A	anno1.g6954.t1	A
g11678.t1	A	anno1.g6955.t1	A
g11679.t1	A	anno1.g6956.t1	A
g11680.t1	A	anno1.g6957.t2	A
g11681.t1	A	anno1.g6958.t1	A
g11682.t1	A	anno1.g6959.t1	A
g11684.t1	A	anno1.g6960.t1	A
g11685.t1	A	anno1.g6961.t1	A
g11686.t1	A	anno1.g6962.t1	A
g11688.t1	A	anno1.g6964.t1	A
g11689.t1	A	anno1.g6965.t2	A
g11690.t1	A	anno1.g6966.t1	A
g11691.t1	A	anno1.g6967.t1	A
g11693.t1	A	anno1.g6968.t1	A
g11694.t1	A	anno1.g6969.t1	A
g11695.t1	A	anno1.g6970.t1	A
g11696.t1	A	anno1.g6972.t1	A
g11701.t1	A	anno1.g6973.t1	A
g11702.t2	A	anno1.g6974.t1	A
g11703.t1	A	anno1.g6975.t1	A
g11704.t1	A	anno1.g4484.t1	A
g11705.t1	A	anno1.g6976.t1	A
g11707.t1	A	anno1.g6978.t1	A
g11709.t1	A	anno1.g6981.t1	A
g11710.t1	A	anno1.g6982.t1	A
g11711.t2	A	anno1.g6983.t1	A
g11712.t1	A	anno1.g6984.t1	A
g11713.t2	A	anno1.g6985.t1	A
g11715.t2	A	anno1.g6986.t3	A
g11716.t1	A	anno1.g6987.t1	A
g11717.t1	A	anno1.g6988.t1	A
g11720.t2	A	anno1.g6991.t1	A
g11721.t1	A	anno1.g6992.t1	A
g11724.t4	A	anno1.g6993.t3	A
g11726.t1	A	anno1.g6995.t1	A
g11727.t1	A	anno1.g6996.t1	A
g11728.t1	A	anno1.g6997.t1	A
g11729.t1	A	anno1.g6998.t1	A
g11730.t1	A	anno1.g7000.t1	A
g11731.t1	A	anno1.g7001.t1	A
g11732.t1	A	anno1.g7002.t2	A
g11734.t1	A	anno1.g7003.t1	A
g11735.t1	A	anno1.g7004.t1	A
g11736.t2	A	anno1.g7006.t1	A
g11737.t1	A	anno1.g7007.t1	A
g11738.t1	A	anno1.g7008.t1	A
g11739.t1	A	anno1.g7009.t1	A
g11740.t1	A	anno1.g7010.t1	A
g11741.t1	A	anno1.g7011.t2	A
g11742.t1	A	anno1.g7012.t1	A
g11743.t2	A	anno1.g7014.t1	A
g11744.t1	A	anno1.g7016.t1	A
g11745.t1	A	anno1.g7017.t1	A
g11746.t2	A	anno1.g7019.t1	A
g11748.t1	A	anno1.g7020.t1	A
g11751.t3	A	anno1.g7023.t1	A
g11752.t1	A	anno1.g7024.t1	A
g11754.t1	A	anno1.g7025.t1	A
g11755.t1	A	anno1.g7026.t2	A
g11757.t1	A	anno1.g7028.t1	A
g11774.t1	A	anno1.g7034.t2	A
g11776.t1	A	anno1.g7036.t1	A
g11778.t1	A	anno1.g7037.t1	A
g11782.t1	A	anno1.g7039.t1	A
g11783.t1	A	anno1.g7040.t1	A
g11785.t1	A	anno1.g7041.t1	A
g11786.t1	A	anno1.g7042.t1	A
g11787.t1	A	anno1.g7043.t1	A
g11788.t1	A	anno1.g7044.t1	A
g11791.t1	A	anno1.g7045.t1	A
g11792.t1	A	anno1.g7050.t1	A
