D_sublineata	chromosome	A_obtectus	chromosome
rna-XM_056778457.1	A	anno1.g6691.t3	A
rna-XM_056778455.1	A	anno1.g6689.t1	A
rna-XM_056778706.1	A	anno1.g5405.t1	A
rna-XM_056778705.1	A	anno1.g5504.t1	A
rna-XM_056778707.1	A	anno1.g5505.t1	A
rna-XM_056778708.1	A	anno1.g13909.t1	A
rna-XM_056779009.1	A	anno1.g13907.t1	A
rna-XM_056778862.1	A	anno1.g3890.t1	A
rna-XM_056778863.1	A	anno1.g3264.t1	A
rna-XM_056778876.1	A	anno1.g3265.t1	A
rna-XM_056778878.1	A	anno1.g7976.t1	A
rna-XM_056778864.1	A	anno1.g3267.t1	A
rna-XM_056778879.1	A	anno1.g3268.t1	A
rna-XM_056778882.1	A	anno1.g3270.t1	A
rna-XM_056779374.1	A	anno1.g4160.t1	A
rna-XM_056779278.1	A	anno1.g5648.t1	A
rna-XM_056779269.1	A	anno1.g5647.t1	A
rna-XM_056778726.1	A	anno1.g13680.t1	A
rna-XM_056778728.1	A	anno1.g13681.t1	A
rna-XM_056778939.1	A	anno1.g13682.t1	A
rna-XM_056779462.1	A	anno1.g13679.t1	A
rna-XM_056778809.1	A	anno1.g13678.t1	A
rna-XM_056778811.1	A	anno1.g4724.t1	A
rna-XM_056778812.1	A	anno1.g5941.t1	A
rna-XM_056779262.1	A	anno1.g7392.t1	A
rna-XM_056778603.1	A	anno1.g7532.t2	A
rna-XM_056778722.1	A	anno1.g3631.t3	A
rna-XM_056778944.1	A	anno1.g14159.t1	A
rna-XM_056779749.1	A	anno1.g3630.t1	A
rna-XM_056779753.1	A	anno1.g181.t1	A
rna-XM_056779755.1	A	anno1.g7382.t1	A
rna-XM_056779558.1	A	anno1.g7383.t1	A
rna-XM_056780046.1	A	anno1.g3282.t1	A
rna-XM_056779230.1	A	anno1.g3281.t1	A
rna-XM_056778886.1	A	anno1.g2800.t1	A
rna-XM_056778889.1	A	anno1.g2801.t1	A
rna-XM_056779898.1	A	anno1.g3438.t1	A
rna-XM_056779899.1	A	anno1.g7379.t1	A
rna-XM_056779900.1	A	anno1.g3435.t1	A
rna-XM_056778709.1	A	anno1.g3426.t1	A
rna-XM_056778711.1	A	anno1.g3423.t1	A
rna-XM_056779549.1	A	anno1.g2369.t1	A
rna-XM_056779277.1	A	anno1.g11566.t2	A
rna-XM_056779159.1	A	anno1.g10728.t1	A
rna-XM_056779360.1	A	anno1.g8905.t1	A
rna-XM_056779919.1	A	anno1.g10727.t1	A
rna-XM_056779239.1	A	anno1.g4843.t1	A
rna-XM_056779390.1	A	anno1.g4832.t1	A
rna-XM_056779573.1	A	anno1.g4831.t1	A
rna-XM_056778781.1	A	anno1.g4186.t1	A
rna-XM_056778967.1	A	anno1.g4183.t1	A
rna-XM_056779555.1	A	anno1.g5670.t1	A
rna-XM_056778968.1	A	anno1.g4184.t1	A
rna-XM_056779225.1	A	anno1.g7320.t2	A
rna-XM_056779228.1	A	anno1.g3609.t1	A
rna-XM_056778688.1	A	anno1.g10996.t1	A
rna-XM_056778689.1	A	anno1.g3610.t1	A
rna-XM_056779079.1	A	anno1.g7845.t1	A
rna-XM_056779081.1	A	anno1.g7496.t1	A
rna-XM_056779097.1	A	anno1.g7497.t1	A
rna-XM_056779085.1	A	anno1.g7498.t1	A
rna-XM_056779082.1	A	anno1.g7844.t3	A
rna-XM_056779100.1	A	anno1.g10993.t1	A
rna-XM_056779096.1	A	anno1.g10991.t1	A
rna-XM_056779091.1	A	anno1.g10983.t1	A
rna-XM_056779095.1	A	anno1.g10980.t1	A
rna-XM_056779101.1	A	anno1.g3460.t1	A
rna-XM_056778987.1	A	anno1.g10981.t1	A
rna-XM_056778519.1	A	anno1.g7393.t1	A
rna-XM_056778518.1	A	anno1.g3458.t1	A
rna-XM_056778520.1	A	anno1.g3459.t1	A
rna-XM_056780048.1	A	anno1.g11532.t1	A
rna-XM_056780047.1	A	anno1.g4852.t1	A
rna-XM_056779560.1	A	anno1.g8427.t1	A
rna-XM_056779303.1	A	anno1.g11534.t1	A
rna-XM_056779305.1	A	anno1.g12312.t1	A
rna-XM_056779343.1	A	anno1.g11533.t2	A
rna-XM_056779730.1	A	anno1.g8987.t1	A
rna-XM_056779733.1	A	anno1.g11560.t1	A
rna-XM_056779030.1	A	anno1.g6164.t1	A
rna-XM_056778732.1	A	anno1.g253.t1	A
rna-XM_056779370.1	A	anno1.g5813.t1	A
rna-XM_056779372.1	A	anno1.g14392.t1	A
rna-XM_056779373.1	A	anno1.g14393.t1	A
rna-XM_056779371.1	A	anno1.g14389.t1	A
rna-XM_056780032.1	A	anno1.g14390.t2	A
rna-XM_056780033.1	A	anno1.g14391.t1	A
rna-XM_056779124.1	A	anno1.g299.t1	A
rna-XM_056778452.1	A	anno1.g5814.t1	A
rna-XM_056778445.1	A	anno1.g5948.t1	A
rna-XM_056778821.1	A	anno1.g5947.t1	A
rna-XM_056779214.1	A	anno1.g83.t1	A
rna-XM_056780035.1	A	anno1.g6534.t1	A
rna-XM_056779307.1	A	anno1.g1467.t2	A
rna-XM_056778794.1	A	anno1.g9487.t1	A
rna-XM_056778791.1	A	anno1.g1143.t1	A
rna-XM_056778793.1	A	anno1.g5169.t1	A
rna-XM_056778824.1	A	anno1.g112.t1	A
rna-XM_056779537.1	A	anno1.g114.t1	A
rna-XM_056779033.1	A	anno1.g17.t1	A
rna-XM_056778845.1	A	anno1.g22.t1	A
rna-XM_056778735.1	A	anno1.g21.t1	A
rna-XM_056779041.1	A	anno1.g121.t1	A
rna-XM_056779232.1	A	anno1.g126.t1	A
rna-XM_056779527.1	A	anno1.g130.t1	A
rna-XM_056779389.1	A	anno1.g19.t1	A
rna-XM_056779579.1	A	anno1.g2531.t1	A
rna-XM_056779881.1	A	anno1.g118.t1	A
rna-XM_056778532.1	A	anno1.g123.t1	A
rna-XM_056778533.1	A	anno1.g117.t1	A
rna-XM_056779656.1	A	anno1.g115.t1	A
rna-XM_056779655.1	A	anno1.g116.t1	A
rna-XM_056778664.1	A	anno1.g12435.t2	A
rna-XM_056778903.1	A	anno1.g12224.t1	A
rna-XM_056779245.1	A	anno1.g3868.t1	A
rna-XM_056778507.1	A	anno1.g3636.t1	A
rna-XM_056778576.1	A	anno1.g11876.t1	A
rna-XM_056778908.1	A	anno1.g10302.t1	A
rna-XM_056778914.1	A	anno1.g12438.t1	A
rna-XM_056778443.1	A	anno1.g6539.t2	A
rna-XM_056778444.1	A	anno1.g6536.t1	A
rna-XM_056778441.1	A	anno1.g6537.t1	A
rna-XM_056779758.1	A	anno1.g9524.t1	A
rna-XM_056779759.1	A	anno1.g9525.t1	A
rna-XM_056779760.1	A	anno1.g6447.t1	A
rna-XM_056779761.1	A	anno1.g12952.t1	A
rna-XM_056778920.1	A	anno1.g10101.t1	A
rna-XM_056779582.1	A	anno1.g6173.t1	A
rna-XM_056778925.1	A	anno1.g10103.t1	A
rna-XM_056778927.1	A	anno1.g10104.t2	A
rna-XM_056779583.1	A	anno1.g9277.t1	A
rna-XM_056779031.1	A	anno1.g9278.t1	A
rna-XM_056779584.1	A	anno1.g12380.t1	A
rna-XM_056779585.1	A	anno1.g2017.t1	X
rna-XM_056778999.1	A	anno1.g6772.t1	A
rna-XM_056779251.1	A	anno1.g4802.t1	A
rna-XM_056779500.1	A	anno1.g11127.t2	A
rna-XM_056779504.1	A	anno1.g12401.t1	A
rna-XM_056779508.1	A	anno1.g10112.t1	A
rna-XM_056779509.1	A	anno1.g6615.t2	A
rna-XM_056779523.1	A	anno1.g6616.t1	A
rna-XM_056779520.1	A	anno1.g6617.t1	A
rna-XM_056779400.1	A	anno1.g4174.t1	A
rna-XM_056779757.1	A	anno1.g10113.t1	A
rna-XM_056779587.1	A	anno1.g11044.t2	A
rna-XM_056780018.1	A	anno1.g9212.t1	A
rna-XM_056780017.1	A	anno1.g9213.t1	A
rna-XM_056779589.1	A	anno1.g8029.t1	A
rna-XM_056778660.1	A	anno1.g9211.t2	A
rna-XM_056778658.1	A	anno1.g13318.t1	A
rna-XM_056779663.1	A	anno1.g6643.t4	A
rna-XM_056779677.1	A	anno1.g6644.t1	A
rna-XM_056779680.1	A	anno1.g6220.t13	A
rna-XM_056779703.1	A	anno1.g4801.t1	A
rna-XM_056779707.1	A	anno1.g9979.t1	A
rna-XM_056778957.1	A	anno1.g2410.t1	A
rna-XM_056779563.1	A	anno1.g13412.t1	A
rna-XM_056779123.1	A	anno1.g58.t1	A
rna-XM_056779213.1	A	anno1.g61.t1	A
rna-XM_056778980.1	A	anno1.g62.t1	A
rna-XM_056779938.1	A	anno1.g2929.t1	A
rna-XM_056779320.1	A	anno1.g1010.t1	A
rna-XM_056779319.1	A	anno1.g8617.t1	A
rna-XM_056779939.1	A	anno1.g6950.t1	A
rna-XM_056779321.1	A	anno1.g8616.t1	A
rna-XM_056779324.1	A	anno1.g8615.t1	A
rna-XM_056779001.1	A	anno1.g2489.t1	A
rna-XM_056779358.1	A	anno1.g10206.t1	A
rna-XM_056779328.1	A	anno1.g14835.t1	A
rna-XM_056779198.1	A	anno1.g8207.t1	A
rna-XM_056779200.1	A	anno1.g13132.t1	A
rna-XM_056779744.1	A	anno1.g10208.t1	A
rna-XM_056779745.1	A	anno1.g10296.t1	A
rna-XM_056779746.1	A	anno1.g10297.t1	A
rna-XM_056779747.1	A	anno1.g8622.t1	A
rna-XM_056778839.1	A	anno1.g14253.t1	A
rna-XM_056779557.1	A	anno1.g6244.t1	A
rna-XM_056778600.1	A	anno1.g985.t1	A
rna-XM_056778602.1	A	anno1.g12168.t1	A
rna-XM_056779145.1	A	anno1.g9196.t1	A
rna-XM_056779531.1	A	anno1.g13384.t1	A
rna-XM_056779366.1	A	anno1.g8865.t1	A
rna-XM_056779368.1	A	anno1.g10236.t1	A
rna-XM_056779928.1	A	anno1.g4916.t1	A
rna-XM_056779348.1	A	anno1.g12511.t2	A
rna-XM_056779347.1	A	anno1.g9227.t1	A
rna-XM_056779352.1	A	anno1.g493.t2	A
rna-XM_056779946.1	A	anno1.g7642.t1	A
rna-XM_056779317.1	A	anno1.g1290.t1	A
rna-XM_056779546.1	A	anno1.g4673.t1	A
rna-XM_056778684.1	A	anno1.g10534.t1	A
rna-XM_056778686.1	A	anno1.g10531.t1	A
rna-XM_056779340.1	A	anno1.g10535.t1	A
rna-XM_056779719.1	A	anno1.g6517.t2	A
rna-XM_056779712.1	A	anno1.g6516.t3	A
rna-XM_056778515.1	A	anno1.g6514.t1	A
rna-XM_056779040.1	A	anno1.g6513.t2	A
rna-XM_056779028.1	A	anno1.g6512.t1	A
rna-XM_056778579.1	A	anno1.g6511.t2	A
rna-XM_056779951.1	A	anno1.g6897.t1	A
rna-XM_056779955.1	A	anno1.g12006.t1	A
rna-XM_056779292.1	A	anno1.g6498.t1	A
rna-XM_056778697.1	A	anno1.g6460.t1	A
rna-XM_056779186.1	A	anno1.g6467.t1	A
rna-XM_056779957.1	A	anno1.g6466.t2	A
rna-XM_056779958.1	A	anno1.g6464.t1	A
rna-XM_056779959.1	A	anno1.g6463.t1	A
rna-XM_056779960.1	A	anno1.g6462.t1	A
rna-XM_056779961.1	A	anno1.g6461.t1	A
rna-XM_056779962.1	A	anno1.g6469.t1	A
rna-XM_056779963.1	A	anno1.g6472.t1	A
rna-XM_056779966.1	A	anno1.g6474.t1	A
rna-XM_056779967.1	A	anno1.g6475.t1	A
rna-XM_056779968.1	A	anno1.both_agree_g16014.t3	A
rna-XM_056779972.1	A	anno1.g6478.t1	A
rna-XM_056779158.1	A	anno1.g6479.t1	A
rna-XM_056779973.1	A	anno1.g6482.t1	A
rna-XM_056779215.1	A	anno1.g6486.t1	A
rna-XM_056779201.1	A	anno1.g6487.t2	A
rna-XM_056779069.1	A	anno1.g11111.t1	A
rna-XM_056779976.1	A	anno1.g10523.t1	A
rna-XM_056779191.1	A	anno1.g11079.t1	A
rna-XM_056778565.1	A	anno1.g11081.t1	A
rna-XM_056778561.1	A	anno1.g11082.t2	A
rna-XM_056778567.1	A	anno1.g11088.t1	A
rna-XM_056778749.1	A	anno1.g11087.t1	A
rna-XM_056779980.1	A	anno1.g10207.t1	A
rna-XM_056778750.1	A	anno1.g10396.t1	A
rna-XM_056778751.1	A	anno1.g10397.t1	A
rna-XM_056778753.1	A	anno1.g1739.t1	X
rna-XM_056778754.1	A	anno1.g920.t1	A
rna-XM_056778757.1	A	anno1.g921.t2	A
rna-XM_056779983.1	A	anno1.g967.t1	A
rna-XM_056778764.1	A	anno1.g9946.t2	A
rna-XM_056778769.1	A	anno1.g9945.t1	A
rna-XM_056778770.1	A	anno1.g10533.t1	A
rna-XM_056778772.1	A	anno1.g10532.t2	A
rna-XM_056778771.1	A	anno1.g4213.t1	A
rna-XM_056778773.1	A	anno1.g10009.t1	A
rna-XM_056778774.1	A	anno1.g8835.t2	A
rna-XM_056778778.1	A	anno1.g8836.t1	A
rna-XM_056778780.1	A	anno1.g4855.t1	A
rna-XM_056779989.1	A	anno1.g2242.t1	A
rna-XM_056778818.1	A	anno1.g4675.t2	A
rna-XM_056779766.1	A	anno1.g8144.t1	A
rna-XM_056779767.1	A	anno1.g8623.t1	A
rna-XM_056779429.1	A	anno1.g2544.t1	A
rna-XM_056779990.1	A	anno1.g14098.t1	A
rna-XM_056779163.1	A	anno1.g13500.t1	A
rna-XM_056779120.1	A	anno1.both_agree_g557.t1	A
rna-XM_056779991.1	A	anno1.g7923.t1	A
rna-XM_056779809.1	A	anno1.g13495.t1	A
rna-XM_056779992.1	A	anno1.g13494.t1	A
rna-XM_056779993.1	A	anno1.g1607.t1	A
rna-XM_056779811.1	A	anno1.g13488.t1	A
rna-XM_056779813.1	A	anno1.g13487.t1	A
rna-XM_056779818.1	A	anno1.g13408.t1	A
rna-XM_056779816.1	A	anno1.g13409.t1	A
rna-XM_056779817.1	A	anno1.g8701.t1	A
rna-XM_056779819.1	A	anno1.g13617.t1	A
rna-XM_056779822.1	A	anno1.g8914.t1	A
rna-XM_056779827.1	A	anno1.g3138.t1	A
rna-XM_056779825.1	A	anno1.g13472.t1	A
rna-XM_056779828.1	A	anno1.g6221.t1	A
rna-XM_056779829.1	A	anno1.g2741.t2	A
rna-XM_056779830.1	A	anno1.g1258.t1	A
rna-XM_056779832.1	A	anno1.g4889.t1	A
rna-XM_056779831.1	A	anno1.g4890.t1	A
rna-XM_056779833.1	A	anno1.g7851.t1	A
rna-XM_056779835.1	A	anno1.g4891.t1	A
rna-XM_056779836.1	A	anno1.g7039.t2	A
rna-XM_056779286.1	A	anno1.g8946.t1	A
rna-XM_056779164.1	A	anno1.g9270.t3	A
rna-XM_056778808.1	A	anno1.g13629.t1	A
rna-XM_056779532.1	A	anno1.g13628.t1	A
rna-XM_056779995.1	A	anno1.g8732.t1	A
rna-XM_056778919.1	A	anno1.g8740.t1	A
rna-XM_056779997.1	A	anno1.g8734.t2	A
rna-XM_056778782.1	A	anno1.g13630.t1	A
rna-XM_056779998.1	A	anno1.g13631.t1	A
rna-XM_056778560.1	A	anno1.g13643.t3	A
rna-XM_056779224.1	A	anno1.g10323.t1	A
rna-XM_056779223.1	A	anno1.g13639.t3	A
rna-XM_056778651.1	A	anno1.g13640.t1	A
rna-XM_056778640.1	A	anno1.g13644.t4	A
rna-XM_056778729.1	A	anno1.g6337.t1	A
rna-XM_056779263.1	A	anno1.g6339.t1	A
rna-XM_056778822.1	A	anno1.g6344.t1	A
rna-XM_056778823.1	A	anno1.g6348.t1	A
rna-XM_056778483.1	A	anno1.g6345.t1	A
rna-XM_056779709.1	A	anno1.g6349.t1	A
rna-XM_056779710.1	A	anno1.g6887.t1	A
rna-XM_056779142.1	A	anno1.g6352.t1	A
rna-XM_056779140.1	A	anno1.g6350.t2	A
rna-XM_056779122.1	A	anno1.g6886.t1	A
rna-XM_056779000.1	A	anno1.g2959.t1	A
rna-XM_056778936.1	A	anno1.g2979.t2	A
rna-XM_056778902.1	A	anno1.g2964.t1	A
rna-XM_056778884.1	A	anno1.g2289.t1	A
rna-XM_056779063.1	A	anno1.g14324.t1	A
rna-XM_056778638.1	A	anno1.g13764.t1	A
rna-XM_056778635.1	A	anno1.g13761.t1	A
rna-XM_056778633.1	A	anno1.g13763.t1	A
rna-XM_056778630.1	A	anno1.g5592.t1	A
rna-XM_056778621.1	A	anno1.g5447.t1	A
rna-XM_056778625.1	A	anno1.g13771.t1	A
rna-XM_056780000.1	A	anno1.g4009.t2	A
rna-XM_056778637.1	A	anno1.g13277.t1	A
rna-XM_056778626.1	A	anno1.g5449.t1	A
rna-XM_056778634.1	A	anno1.g4358.t1	A
rna-XM_056778636.1	A	anno1.g3598.t1	A
rna-XM_056779575.1	A	anno1.g4271.t1	A
rna-XM_056778797.1	A	anno1.g7144.t2	A
rna-XM_056778799.1	A	anno1.g7142.t1	A
rna-XM_056779402.1	A	anno1.g5446.t1	A
rna-XM_056779401.1	A	anno1.g7141.t1	A
rna-XM_056779403.1	A	anno1.g131.t3	A
rna-XM_056779407.1	A	anno1.g10091.t1	A
rna-XM_056779405.1	A	anno1.g10083.t1	A
rna-XM_056779414.1	A	anno1.g10084.t1	A
rna-XM_056779413.1	A	anno1.g9474.t1	A
rna-XM_056779404.1	A	anno1.g10047.t1	A
rna-XM_056778816.1	A	anno1.g10052.t2	A
rna-XM_056778825.1	A	anno1.g10054.t1	A
rna-XM_056779281.1	A	anno1.g10061.t1	A
rna-XM_056778940.1	A	anno1.g10063.t1	A
rna-XM_056779135.1	A	anno1.g640.t2	A
rna-XM_056778698.1	A	anno1.g7198.t1	A
rna-XM_056779202.1	A	anno1.g10050.t1	A
rna-XM_056779178.1	A	anno1.g10043.t1	A
rna-XM_056780001.1	A	anno1.g10085.t1	A
rna-XM_056780002.1	A	anno1.g10088.t1	A
rna-XM_056780019.1	A	anno1.g10089.t1	A
rna-XM_056780023.1	A	anno1.g10090.t1	A
rna-XM_056780020.1	A	anno1.g10046.t1	A
rna-XM_056779064.1	A	anno1.g10067.t1	A
rna-XM_056778801.1	A	anno1.g11495.t1	A
rna-XM_056779043.1	A	anno1.g10066.t1	A
rna-XM_056778941.1	A	anno1.g24.t1	A
rna-XM_056779481.1	A	anno1.g6824.t1	A
rna-XM_056780003.1	A	anno1.g6565.t1	A
rna-XM_056779249.1	A	anno1.g6219.t1	A
rna-XM_056779250.1	A	anno1.g4785.t1	A
rna-XM_056778858.1	A	anno1.g2518.t1	A
rna-XM_056779363.1	A	anno1.g7143.t1	A
rna-XM_056778552.1	A	anno1.g7147.t2	A
rna-XM_056778543.1	A	anno1.g7146.t1	A
rna-XM_056778534.1	A	anno1.g8924.t1	A
rna-XM_056778702.1	A	anno1.g9145.t2	A
rna-XM_056778704.1	A	anno1.g7032.t1	A
rna-XM_056779376.1	A	anno1.g7034.t1	A
rna-XM_056779306.1	A	anno1.g7036.t1	A
rna-XM_056779601.1	A	anno1.g6751.t1	A
rna-XM_056779605.1	A	anno1.g4164.t1	A
rna-XM_056779603.1	A	anno1.g6566.t1	A
rna-XM_056779604.1	A	anno1.g4165.t1	A
rna-XM_056779290.1	A	anno1.g4167.t1	A
rna-XM_056779289.1	A	anno1.g4168.t1	A
rna-XM_056779291.1	A	anno1.g4169.t1	A
rna-XM_056778933.1	A	anno1.g7029.t1	A
rna-XM_056780040.1	A	anno1.g7031.t1	A
rna-XM_056780036.1	A	anno1.g7030.t1	A
rna-XM_056780041.1	A	anno1.g6030.t1	A
rna-XM_056780042.1	A	anno1.g6029.t1	A
rna-XM_056778905.1	A	anno1.g6028.t1	A
rna-XM_056779308.1	A	anno1.g6027.t1	A
rna-XM_056779309.1	A	anno1.g7196.t1	A
rna-XM_056779310.1	A	anno1.g4600.t1	A
rna-XM_056779311.1	A	anno1.g4601.t1	A
rna-XM_056778674.1	A	anno1.g4602.t1	A
rna-XM_056778687.1	A	anno1.g4182.t1	A
rna-XM_056779015.1	A	anno1.g5762.t1	A
rna-XM_056778665.1	A	anno1.g5825.t1	A
rna-XM_056779252.1	A	anno1.g5761.t1	A
rna-XM_056779341.1	A	anno1.g7850.t1	A
rna-XM_056778509.1	A	anno1.g197.t2	A
rna-XM_056778512.1	A	anno1.g11574.t2	A
rna-XM_056778958.1	A	anno1.g2824.t1	A
rna-XM_056780005.1	A	anno1.g3789.t1	A
rna-XM_056778466.1	A	anno1.g2826.t1	A
rna-XM_056778475.1	A	anno1.g12274.t1	A
rna-XM_056778469.1	A	anno1.g13298.t1	A
rna-XM_056780007.1	A	anno1.g13296.t1	A
rna-XM_056779848.1	A	anno1.g5431.t1	A
rna-XM_056779850.1	A	anno1.g11714.t1	A
rna-XM_056779851.1	A	anno1.g11372.t1	A
rna-XM_056779865.1	A	anno1.g6791.t2	A
rna-XM_056779867.1	A	anno1.g4334.t1	A
rna-XM_056779869.1	A	anno1.g11369.t7	A
rna-XM_056779868.1	A	anno1.g11417.t1	A
rna-XM_056779870.1	A	anno1.g14823.t1	A
rna-XM_056779871.1	A	anno1.g9975.t1	A
rna-XM_056780011.1	A	anno1.g4902.t2	A
rna-XM_056779877.1	A	anno1.g9977.t1	A
rna-XM_056779874.1	A	anno1.g12530.t1	A
rna-XM_056779873.1	A	anno1.g9976.t1	A
rna-XM_056779872.1	A	anno1.g9962.t1	A
rna-XM_056778606.1	A	anno1.g9961.t1	A
rna-XM_056778611.1	A	anno1.g11803.t1	A
rna-XM_056778614.1	A	anno1.g7998.t1	A
rna-XM_056779074.1	A	anno1.g11710.t1	A
rna-XM_056778835.1	A	anno1.g14822.t1	A
rna-XM_056778599.1	A	anno1.g4903.t1	A
rna-XM_056778594.1	A	anno1.g9974.t1	A
rna-XM_056779486.1	A	anno1.g12271.t1	A
rna-XM_056780012.1	A	anno1.g8375.t1	A
rna-XM_056778916.1	A	anno1.g8913.t1	A
rna-XM_056779424.1	A	anno1.g11383.t1	A
rna-XM_056779426.1	A	anno1.g11382.t1	A
rna-XM_056779344.1	A	anno1.g11390.t1	A
rna-XM_056779293.1	A	anno1.g11104.t1	A
rna-XM_056779294.1	A	anno1.g7287.t1	A
rna-XM_056779051.1	A	anno1.g9851.t1	A
rna-XM_056779057.1	A	anno1.g9899.t1	A
rna-XM_056780913.1	A	anno1.g6420.t1	A
rna-XM_056780585.1	A	anno1.g6421.t1	A
rna-XM_056781103.1	A	anno1.g1089.t2	A
rna-XM_056781084.1	A	anno1.g1088.t1	A
rna-XM_056781090.1	A	anno1.g1087.t1	A
rna-XM_056781085.1	A	anno1.g1086.t3	A
rna-XM_056780501.1	A	anno1.g14670.t1	A
rna-XM_056780586.1	A	anno1.g6427.t1	A
rna-XM_056780645.1	A	anno1.g6425.t1	A
rna-XM_056781249.1	A	anno1.g6422.t2	A
rna-XM_056781250.1	A	anno1.g6423.t1	A
rna-XM_056781237.1	A	anno1.g1090.t1	A
rna-XM_056781246.1	A	anno1.g13762.t1	A
rna-XM_056781231.1	A	anno1.g1092.t3	A
rna-XM_056781230.1	A	anno1.g1093.t1	A
rna-XM_056781251.1	A	anno1.g11258.t1	A
rna-XM_056781254.1	A	anno1.g2845.t1	A
rna-XM_056781244.1	A	anno1.both_agree_g17796.t1	A
rna-XM_056781223.1	A	anno1.g1338.t1	A
rna-XM_056781247.1	A	anno1.g1337.t1	A
rna-XM_056781253.1	A	anno1.g1336.t1	A
rna-XM_056781225.1	A	anno1.g360.t2	A
rna-XM_056781226.1	A	anno1.g359.t1	A
rna-XM_056781240.1	A	anno1.g14707.t1	A
rna-XM_056781257.1	A	anno1.g1294.t1	A
rna-XM_056780592.1	A	anno1.g7395.t1	A
rna-XM_056781258.1	A	anno1.g7394.t1	A
rna-XM_056781260.1	A	anno1.g13982.t1	A
rna-XM_056781261.1	A	anno1.g11792.t1	A
rna-XM_056781263.1	A	anno1.g6849.t2	A
rna-XM_056781265.1	A	anno1.g7157.t1	A
rna-XM_056781266.1	A	anno1.g7160.t2	A
rna-XM_056780593.1	A	anno1.g7161.t1	A
rna-XM_056780594.1	A	anno1.g4817.t1	A
rna-XM_056781270.1	A	anno1.g1463.t1	A
rna-XM_056781272.1	A	anno1.g1291.t1	A
rna-XM_056781274.1	A	anno1.g7863.t2	A
rna-XM_056781276.1	A	anno1.g1054.t1	A
rna-XM_056781278.1	A	anno1.g6571.t1	A
rna-XM_056781280.1	A	anno1.g6573.t1	A
rna-XM_056781283.1	A	anno1.g2121.t1	X
rna-XM_056781281.1	A	anno1.g1615.t1	A
rna-XM_056780542.1	A	anno1.g1617.t1	A
rna-XM_056780735.1	A	anno1.g244.t2	A
rna-XM_056780731.1	A	anno1.g6587.t1	A
rna-XM_056780952.1	A	anno1.g6588.t1	A
rna-XM_056781570.1	A	anno1.g853.t1	A
rna-XM_056780993.1	A	anno1.g6139.t1	A
rna-XM_056781313.1	A	anno1.g899.t1	A
rna-XM_056781046.1	A	anno1.g896.t1	A
rna-XM_056781049.1	A	anno1.g895.t2	A
rna-XM_056780617.1	A	anno1.g897.t1	A
rna-XM_056781051.1	A	anno1.g9811.t1	A
rna-XM_056780383.1	A	anno1.g892.t2	A
rna-XM_056780394.1	A	anno1.g889.t1	A
rna-XM_056780380.1	A	anno1.g891.t1	A
rna-XM_056780385.1	A	anno1.g888.t1	A
rna-XM_056780381.1	A	anno1.g6576.t1	A
rna-XM_056780386.1	A	anno1.g5753.t1	A
rna-XM_056780618.1	A	anno1.g3371.t1	A
rna-XM_056780622.1	A	anno1.g4616.t1	A
rna-XM_056780395.1	A	anno1.g7164.t1	A
rna-XM_056780398.1	A	anno1.g4617.t2	A
rna-XM_056780689.1	A	anno1.g4653.t1	A
rna-XM_056780691.1	A	anno1.g10017.t1	A
rna-XM_056780567.1	A	anno1.g10018.t1	A
rna-XM_056780278.1	A	anno1.g9845.t1	A
rna-XM_056780279.1	A	anno1.g6572.t2	A
rna-XM_056780282.1	A	anno1.g9847.t1	A
rna-XM_056781298.1	A	anno1.g10116.t1	A
rna-XM_056781304.1	A	anno1.g10120.t2	A
rna-XM_056781306.1	A	anno1.g8473.t1	A
rna-XM_056781312.1	A	anno1.g8474.t2	A
rna-XM_056780917.1	A	anno1.g5801.t1	A
rna-XM_056780916.1	A	anno1.g6632.t1	A
rna-XM_056782189.1	A	anno1.g5800.t1	A
rna-XM_056781343.1	A	anno1.g5881.t1	A
rna-XM_056782043.1	A	anno1.g5751.t1	A
rna-XM_056782037.1	A	anno1.g5752.t1	A
rna-XM_056781639.1	A	anno1.g6577.t1	A
rna-XM_056781637.1	A	anno1.g7167.t1	A
rna-XM_056781641.1	A	anno1.g13376.t2	A
rna-XM_056781647.1	A	anno1.g7168.t1	A
rna-XM_056781646.1	A	anno1.g5669.t1	A
rna-XM_056780865.1	A	anno1.g4151.t2	A
rna-XM_056782138.1	A	anno1.g8864.t2	A
rna-XM_056780623.1	A	anno1.g4301.t1	A
rna-XM_056782140.1	A	anno1.g3984.t2	A
rna-XM_056780624.1	A	anno1.g4201.t1	A
rna-XM_056782144.1	A	anno1.g54.t1	A
rna-XM_056782146.1	A	anno1.g2514.t1	A
rna-XM_056782147.1	A	anno1.g12089.t1	A
rna-XM_056782148.1	A	anno1.g12181.t2	A
rna-XM_056780625.1	A	anno1.g12183.t1	A
rna-XM_056782150.1	A	anno1.g14174.t1	A
rna-XM_056780627.1	A	anno1.g6528.t3	A
rna-XM_056782159.1	A	anno1.g12842.t1	A
rna-XM_056780830.1	A	anno1.g1239.t1	A
rna-XM_056780581.1	A	anno1.g1335.t2	A
rna-XM_056781786.1	A	anno1.g11703.t2	A
rna-XM_056781785.1	A	anno1.g11350.t2	A
rna-XM_056781787.1	A	anno1.g1331.t1	A
rna-XM_056781788.1	A	anno1.g1330.t1	A
rna-XM_056780736.1	A	anno1.g14372.t1	A
